Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/08 5:38:01 PM GMT+5:30,44,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,categories,First page,4,No,Often,Changed my mind or no longer need the item,Never,No,Occasionally,No,3,No,2,1,Competitive prices,Nil,995847
2023/06/11 9:15:38 PM GMT+5:30,53,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Multiple times a day,categories,First page,4,Yes,Sometimes,High shipping costs,Often,No,Never,Sometimes,5,Yes,1,3,.,Reducing packaging waste,227438
2023/06/06 6:44:04 PM GMT+5:30,32,Others,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Always,Yes,Rarely,Yes,1,Yes,5,2,Wide product selection,.,397626
2023/06/07 11:54:03 AM GMT+5:30,10,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,Filter,First page,5,No,Never,High shipping costs,Often,Yes,Rarely,No,5,No,2,3,.,Product quality and accuracy,530330
2023/06/07 10:57:14 AM GMT+5:30,14,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,First page,5,Maybe,Often,High shipping costs,Always,Yes,Rarely,No,5,Sometimes,3,4,Wide product selection,Reducing packaging waste,245552
2023/06/08 10:24:19 PM GMT+5:30,43,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,5,Maybe,Never,others,Sometimes,No,Rarely,Yes,4,Yes,3,2,Product recommendations,Nil,110054
2023/06/05 8:47:42 PM GMT+5:30,16,Female,Few times a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a week,others,First page,5,Maybe,Never,others,Always,Yes,Never,Sometimes,2,Sometimes,4,3,All the above,User interface ,935107
2023/06/09 2:23:45 PM GMT+5:30,44,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,categories,First page,2,Yes,Sometimes,others,Always,No,Rarely,No,3,Yes,2,2,.,I have no problem with Amazon yet. But others tell me about the refund issues ,485702
2023/06/08 6:00:50 PM GMT+5:30,15,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,categories,First page,2,Maybe,Sometimes,others,Sometimes,No,Occasionally,Yes,4,Yes,2,5,Customer service,No problems with Amazon,164243
2023/06/12 3:29:20 PM GMT+5:30,38,Male,Once a month,Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,2,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Rarely,No,1,Sometimes,2,1,Customer service,.,292629
2023/06/08 5:37:13 PM GMT+5:30,61,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,nan,Multiple pages,2,Maybe,Always,Changed my mind or no longer need the item,Rarely,Yes,Heavily,Yes,1,No,1,2,Customer service,Customer service responsiveness,132199
2023/06/08 5:08:27 PM GMT+5:30,52,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,nan,Multiple pages,3,No,Never,High shipping costs,Never,Yes,Heavily,Sometimes,3,No,2,3,Quick delivery,Quality of product is very poor according to the big offers,950946
2023/06/11 11:00:11 PM GMT+5:30,63,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,4,No,4,1,.,Customer service responsiveness,865815
2023/06/11 11:00:11 PM GMT+5:30,32,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,No,3,No,1,3,Product recommendations,No problems with Amazon,477907
2023/06/09 9:34:44 AM GMT+5:30,8,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,nan,First page,5,No,Never,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,4,Sometimes,1,2,Customer service,Quality of product is very poor according to the big offers,506460
2023/06/08 6:00:20 PM GMT+5:30,65,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,nan,Multiple pages,4,Yes,Rarely,High shipping costs,Never,Yes,Rarely,No,3,Sometimes,4,5,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,930016
2023/06/06 9:37:33 AM GMT+5:30,57,Male,Once a month,Home and Kitchen,No,Rarely,categories,First page,2,Maybe,Always,Changed my mind or no longer need the item,Always,Yes,Moderately,Yes,4,Yes,2,5,Quick delivery,Shipping speed and reliability,998726
2023/06/07 11:44:55 AM GMT+5:30,33,Prefer not to say,Multiple times a week,Clothing and Fashion,No,Few times a month,Filter,First page,4,Maybe,Never,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,1,No,5,2,.,I don't have any problem with Amazon,956806
2023/06/06 7:08:47 PM GMT+5:30,44,Others,Multiple times a week,Home and Kitchen,Yes,Few times a week,Keyword,First page,5,Yes,Sometimes,High shipping costs,Always,No,Heavily,No,2,No,2,1,Customer service ,.,102158
2023/06/05 1:37:01 PM GMT+5:30,56,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Filter,Multiple pages,5,Yes,Often,others,Never,No,Heavily,Sometimes,1,Sometimes,5,4,Wide product selection,Shipping speed and reliability,829666
2023/06/09 3:09:41 PM GMT+5:30,63,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,nan,First page,3,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Occasionally,No,5,Yes,1,2,User-friendly website/app interface,User interface of app,616588
2023/06/07 9:23:39 PM GMT+5:30,49,Others,Less than once a month,Beauty and Personal Care;others,No,Rarely,Keyword,First page,1,Yes,Rarely,Found a better price elsewhere,Often,Yes,Heavily,No,3,Sometimes,5,3,.,I don't have any problem with Amazon,616650
2023/06/08 6:00:06 PM GMT+5:30,6,Male,Once a month,Beauty and Personal Care;Home and Kitchen,No,Rarely,Keyword,Multiple pages,5,Maybe,Often,Found a better price elsewhere,Often,Yes,Never,No,3,Yes,4,2,User-friendly website/app interface,User interface of app,746370
2023/06/04 9:18:12 PM GMT+5:30,46,Male,Few times a month,Clothing and Fashion;others,Yes,Few times a month,categories,Multiple pages,1,Maybe,Rarely,others,Never,Yes,Heavily,Sometimes,4,No,5,4,Customer service ,Reducing packaging waste,852686
2023/06/12 9:40:22 AM GMT+5:30,61,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,nan,First page,2,Yes,Often,High shipping costs,Sometimes,Yes,Heavily,Yes,2,Yes,5,5,Quick delivery,Shipping speed and reliability,486611
2023/06/08 5:40:49 PM GMT+5:30,34,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,Multiple pages,3,Maybe,Always,others,Always,Yes,Moderately,No,5,Yes,1,3,Wide product selection,Scrolling option would be much better than going to next page,443554
2023/06/08 5:19:56 PM GMT+5:30,43,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Keyword,Multiple pages,2,No,Never,High shipping costs,Often,Yes,Never,Yes,4,Yes,5,5,Competitive prices,Nothing,304935
2023/06/06 5:16:58 PM GMT+5:30,67,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Filter,Multiple pages,2,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Heavily,Sometimes,1,No,1,3,Competitive prices,User interface of app,650361
2023/06/11 11:22:19 PM GMT+5:30,67,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Rarely,Keyword,First page,4,No,Always,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,1,Yes,2,2,Wide product selection,Irrelevant product suggestions,289818
2023/06/07 10:07:42 PM GMT+5:30,49,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Filter,First page,2,No,Rarely,others,Rarely,Yes,Rarely,Sometimes,2,Sometimes,4,1,Product recommendations,Quality of product is very poor according to the big offers,682132
2023/06/11 10:58:52 PM GMT+5:30,28,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a week,nan,First page,3,Yes,Sometimes,Found a better price elsewhere,Often,No,Never,Sometimes,2,Yes,4,1,.,UI,385218
2023/06/05 10:37:36 AM GMT+5:30,66,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,others,First page,5,Maybe,Always,High shipping costs,Sometimes,No,Heavily,Sometimes,2,No,5,4,Product recommendations,I don't have any problem with Amazon,177679
2023/06/04 9:48:15 PM GMT+5:30,60,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,1,Maybe,Always,others,Often,No,Heavily,Sometimes,4,Sometimes,1,4,Wide product selection,better app interface and lower shipping charges,273876
2023/06/08 5:38:57 PM GMT+5:30,28,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,4,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,4,No,5,1,Customer service ,Quality of product is very poor according to the big offers,881301
2023/06/08 7:50:55 PM GMT+5:30,33,Male,Multiple times a week,Clothing and Fashion,No,Rarely,categories,Multiple pages,3,No,Rarely,Found a better price elsewhere,Always,No,Rarely,Sometimes,2,Sometimes,2,3,Product recommendations,No problems with Amazon,981158
2023/06/08 5:52:26 PM GMT+5:30,27,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,others,First page,3,Maybe,Never,others,Always,No,Moderately,No,5,No,2,2,.,Irrelevant product suggestions,171142
2023/06/06 6:45:33 PM GMT+5:30,67,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,nan,First page,2,Maybe,Never,others,Often,No,Heavily,Sometimes,2,Sometimes,4,3,.,User interface of app,740674
2023/06/09 4:28:30 PM GMT+5:30,6,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,nan,Multiple pages,1,No,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,2,Sometimes,5,1,User-friendly website/app interface,User interface ,618768
2023/06/09 3:23:38 PM GMT+5:30,47,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,nan,Multiple pages,3,No,Often,High shipping costs,Sometimes,Yes,Heavily,No,1,Sometimes,1,2,User-friendly website/app interface,Quality of product is very poor according to the big offers,970532
2023/06/12 3:44:16 PM GMT+5:30,18,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,1,No,Always,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,3,No,4,2,User-friendly website/app interface,User interface of app,151620
2023/06/07 9:35:23 PM GMT+5:30,37,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,4,Maybe,Sometimes,High shipping costs,Often,No,Heavily,No,2,No,1,2,All the above,Nothing,978519
2023/06/05 4:49:43 PM GMT+5:30,48,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,1,Maybe,Never,High shipping costs,Never,Yes,Never,Yes,1,Yes,1,1,.,I don't have any problem with Amazon,360103
2023/06/12 2:43:30 PM GMT+5:30,58,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,2,Maybe,Never,Changed my mind or no longer need the item,Always,No,Rarely,No,1,Sometimes,1,3,Customer service,better app interface and lower shipping charges,803210
2023/06/08 5:13:33 PM GMT+5:30,39,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a week,others,First page,3,Maybe,Rarely,High shipping costs,Rarely,Yes,Never,Yes,5,Sometimes,1,5,.,I have no problem with Amazon yet. But others tell me about the refund issues ,467650
2023/06/09 2:23:45 PM GMT+5:30,48,Others,Less than once a month,Groceries and Gourmet Food,No,Multiple times a day,nan,Multiple pages,4,No,Never,Found a better price elsewhere,Always,No,Never,Sometimes,3,No,5,2,User-friendly website/app interface,Quality of product is very poor according to the big offers,971162
2023/06/08 5:58:03 PM GMT+5:30,52,Others,Once a month,Beauty and Personal Care,Sometimes,Few times a week,others,First page,4,Maybe,Often,Found a better price elsewhere,Rarely,Yes,Occasionally,No,1,Yes,2,5,User-friendly website/app interface,Product quality and accuracy,269696
2023/06/07 12:39:08 PM GMT+5:30,18,Male,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,others,First page,1,No,Often,others,Never,Yes,Moderately,No,2,Sometimes,4,1,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,703199
2023/06/11 11:27:55 PM GMT+5:30,16,Male,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,others,Multiple pages,4,Maybe,Rarely,others,Sometimes,No,Rarely,No,2,Yes,5,2,Competitive prices,Nothing,814628
2023/06/04 11:38:30 PM GMT+5:30,61,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,Filter,Multiple pages,4,Maybe,Often,High shipping costs,Sometimes,No,Never,No,4,No,3,4,Wide product selection,User interface of app,218322
2023/06/08 10:39:27 PM GMT+5:30,15,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,others,First page,1,No,Never,Changed my mind or no longer need the item,Never,No,Never,Yes,2,No,1,5,User-friendly website/app interface,.,455936
2023/06/07 10:07:42 PM GMT+5:30,56,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,Multiple pages,3,Yes,Never,others,Always,No,Moderately,Sometimes,2,No,5,5,User-friendly website/app interface,Customer service responsiveness,135962
2023/06/09 3:10:36 PM GMT+5:30,67,Female,Once a week,Groceries and Gourmet Food,No,Multiple times a day,nan,First page,1,Maybe,Always,Found a better price elsewhere,Often,No,Occasionally,Yes,3,No,1,5,Wide product selection,Scrolling option would be much better than going to next page,395102
2023/06/05 10:06:15 PM GMT+5:30,56,Others,Less than once a month,Beauty and Personal Care,No,Few times a month,nan,Multiple pages,2,No,Rarely,others,Often,No,Rarely,Yes,5,Sometimes,5,1,User-friendly website/app interface,Scrolling option would be much better than going to next page,860309
2023/06/08 5:33:12 PM GMT+5:30,21,Male,Once a week,Beauty and Personal Care,No,Few times a month,others,First page,1,No,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,No,3,No,5,5,Customer service,Nothing,660753
2023/06/12 3:33:53 PM GMT+5:30,46,Female,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Rarely,nan,First page,2,No,Rarely,High shipping costs,Sometimes,No,Occasionally,Sometimes,2,Yes,1,3,Customer service,Reducing packaging waste,549196
2023/06/05 10:07:31 PM GMT+5:30,27,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,Keyword,First page,3,No,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,5,Yes,2,3,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,878703
2023/06/07 9:23:41 PM GMT+5:30,58,Others,Less than once a month,Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Moderately,No,5,No,5,1,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,334582
2023/06/05 9:56:02 PM GMT+5:30,39,Others,Once a month,Beauty and Personal Care,No,Multiple times a day,others,First page,1,Maybe,Sometimes,High shipping costs,Rarely,No,Heavily,Yes,3,No,4,3,.,Quality of product is very poor according to the big offers,882518
2023/06/05 2:21:37 PM GMT+5:30,21,Others,Less than once a month,Beauty and Personal Care;others,Sometimes,Rarely,categories,First page,5,No,Sometimes,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,3,Yes,1,2,Product recommendations,Add more familiar brands to the list,908159
